Name,Code,Type,Extent,Data Source,Remarks,Revision Date
Slovenia 1996,4765,geographic 2D,Slovenia,EPSG,Replaces MG! alias D48 (CRS co…,"April 4, 2008"
New Beijing / 3-degree Gauss-Kruger zone 30,4766,projected,China - 88.5°E to 91.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 31,4767,projected,China - 91.5°E to 94.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 32,4768,projected,China - 94.5°E to 97.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 33,4769,projected,China - 97.5°E to 100.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 34,4770,projected,China - 100.5°E to 103.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 35,4771,projected,China - 103.5°E to 106.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 36,4772,projected,China - 106.5°E to 109.5°E ons…,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 37,4773,projected,China - 109.5°E to 112.5°E ons…,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 38,4774,projected,China - 112.5°E to 115.5°E ons…,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 39,4775,projected,China - 115.5°E to 118.5°E ons…,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 40,4776,projected,China - 118.5°E to 121.5°E ons…,EPSG,Also found with truncated fals…,"November 15, 2009"
New Beijing / 3-degree Gauss-Kruger zone 41,4777,projected,China - 121.5°E to 124.5°E ons…,EPSG,Also found with truncated fals…,"November 15, 2009"
New Beijing / 3-degree Gauss-Kruger zone 42,4778,projected,China - 124.5°E to 127.5°E ons…,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 43,4779,projected,China - 127.5°E to 130.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 44,4780,projected,China - 130.5°E to 133.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 45,4781,projected,China - east of 133.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 75E,4782,projected,China - west of 76.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 78E,4783,projected,China - 76.5°E to 79.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 81E,4784,projected,China - 79.5°E to 82.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 84E,4785,projected,China - 82.5°E to 85.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 87E,4786,projected,China - 85.5°E to 88.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 90E,4787,projected,China - 88.5°E to 91.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 93E,4788,projected,China - 91.5°E to 94.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 96E,4789,projected,China - 94.5°E to 97.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 99E,4790,projected,China - 97.5°E to 100.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 102E,4791,projected,China - 100.5°E to 103.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 105E,4792,projected,China - 103.5°E to 106.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 108E,4793,projected,China - 106.5°E to 109.5°E ons…,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 111E,4794,projected,China - 109.5°E to 112.5°E ons…,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 114E,4795,projected,China - 112.5°E to 115.5°E ons…,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 117E,4796,projected,China - 115.5°E to 118.5°E ons…,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 120E,4797,projected,China - 118.5°E to 121.5°E ons…,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 123E,4798,projected,China - 121.5°E to 124.5°E ons…,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 126E,4799,projected,China - 124.5°E to 127.5°E ons…,EPSG,Truncated form of New Beijing…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger CM 129E,4800,projected,China - 127.5°E to 130.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
CH1903 (Bern),4801,geographic 2D,Europe - Liechtenstein and Swi…,EPSG,Replaced by CH1903 (CRS code 4…,"August 28, 2024"
Bogota 1975 (Bogota),4802,geographic 2D,Colombia - mainland,EPSG,Replaces earlier 3 adjustments…,"January 6, 2004"
Lisbon (Lisbon),4803,geographic 2D,Portugal - mainland - onshore,EPSG,Replaces Lisbon 1890 (Lisbon)…,"January 6, 2004"
Makassar (Jakarta),4804,geographic 2D,Indonesia - Sulawesi SW,EPSG,,"January 6, 2004"
MGI (Ferro),4805,geographic 2D,Europe - Austria and former Yu…,EPSG,Replaced by MGI (CRS code 4312…,"June 2, 2009"
Monte Mario (Rome),4806,geographic 2D,Italy - including San Marino a…,EPSG,,"January 15, 2004"
NTF (Paris),4807,geographic 2D,France - onshore - mainland an…,EPSG,,"March 30, 2010"
BD50 (Brussels),4809,geographic 2D,Belgium - onshore,EPSG,,"June 17, 2021"
Tananarive (Paris),4810,geographic 2D,Madagascar - onshore,EPSG,,"January 6, 2004"
Voirol 1875 (Paris),4811,geographic 2D,Algeria - north of 32°N,EPSG,The appropriate usage of CRSs…,"January 6, 2004"
New Beijing / 3-degree Gauss-Kruger CM 132E,4812,projected,China - 130.5°E to 133.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
Batavia (Jakarta),4813,geographic 2D,"Indonesia - Bali, Java and wes…",EPSG,,"January 6, 2004"
RT38 (Stockholm),4814,geographic 2D,Sweden - onshore,EPSG,,"January 6, 2004"
Greek (Athens),4815,geographic 2D,Greece - onshore,EPSG,,"July 20, 2011"
Carthage (Paris),4816,geographic 2D,Tunisia - onshore,EPSG,Replaced by Greenwich-based Ca…,"January 6, 2004"
NGO 1948 (Oslo),4817,geographic 2D,Norway - onshore,EPSG,,"January 6, 2004"
S-JTSK (Ferro),4818,geographic 2D,Europe - Czechoslovakia,EPSG,"Initial realization, observed…","December 12, 2022"
Segara (Jakarta),4820,geographic 2D,Indonesia - Kalimantan E,EPSG,,"January 16, 2006"
Voirol 1879 (Paris),4821,geographic 2D,Algeria - north of 32°N,EPSG,The appropriate usage of CRSs…,"January 7, 2004"
New Beijing / 3-degree Gauss-Kruger CM 135E,4822,projected,China - east of 133.5°E,EPSG,Truncated form of New Beijing…,"November 14, 2009"
Sao Tome,4823,geographic 2D,Sao Tome and Principe - onshor…,EPSG,,"November 23, 2009"
Principe,4824,geographic 2D,Sao Tome and Principe - onshor…,EPSG,,"November 23, 2009"
WGS 84 / Cape Verde National,4826,projected,Cape Verde,EPSG,Adopted in October 2004.,"March 14, 2020"
ETRS89 / LCC Germany (N-E),4839,projected,Germany - onshore,EPSG,Variant for Germany of ETRS89…,"March 30, 2020"
Slovenia 1996,4882,geocentric,Slovenia,EPSG,,"April 4, 2008"
Slovenia 1996,4883,geographic 3D,Slovenia,EPSG,,"April 4, 2008"
RSRGD2000,4884,geocentric,Antarctica - Ross Sea Region,EPSG,,"April 4, 2008"
RSRGD2000,4885,geographic 3D,Antarctica - Ross Sea Region,EPSG,,"April 4, 2008"
BDA2000,4886,geocentric,Bermuda,EPSG,,"December 12, 2007"
BDA2000,4887,geographic 3D,Bermuda,EPSG,,"December 12, 2007"
HTRS96,4888,geocentric,Croatia,EPSG,,"September 29, 2007"
HTRS96,4889,geographic 3D,Croatia,EPSG,,"September 29, 2007"
WGS 66,4890,geocentric,World,EPSG,Replaced by WGS 72.,"March 25, 2007"
WGS 66,4891,geographic 3D,World,EPSG,Replaced by WGS 72.,"May 30, 2013"
NAD83(NSRS2007),4892,geocentric,USA - CONUS and Alaska; PRVI,EPSG,Replaces NAD83(HARN) and NAD83…,"August 29, 2018"
NAD83(NSRS2007),4893,geographic 3D,USA - CONUS and Alaska; PRVI,EPSG,Note: this CRS includes longit…,"September 17, 2019"
JAD2001,4894,geocentric,Jamaica,EPSG,,"January 19, 2007"
JAD2001,4895,geographic 3D,Jamaica,EPSG,,"May 30, 2013"
ITRF2005,4896,geocentric,World,EPSG,Replaces ITRF2000 (CRS code 49…,"May 17, 2019"
DGN95,4897,geocentric,Indonesia,EPSG,,"August 25, 2006"
DGN95,4898,geographic 3D,Indonesia,EPSG,,"August 27, 2007"
LGD2006,4899,geocentric,Libya,EPSG,,"August 25, 2006"
LGD2006,4900,geographic 3D,Libya,EPSG,,"August 27, 2007"
ATF (Paris),4901,geographic 2D,France - mainland onshore,EPSG,ProjCRS covering all mainland…,"November 1, 2007"
Madrid 1870 (Madrid),4903,geographic 2D,Spain - mainland onshore,EPSG,Replaced by ED50 in 1970.,"July 1, 2020"
Lisbon 1890 (Lisbon),4904,geographic 2D,Portugal - mainland - onshore,EPSG,Replaced by Lisbon 1937 system…,"January 6, 2004"
RGNC91-93,4906,geocentric,New Caledonia,EPSG,Replaces older local geographi…,"March 31, 2023"
RGNC91-93,4907,geographic 3D,New Caledonia,EPSG,Replaces older systems IGN56 L…,"March 31, 2023"
GR96,4908,geocentric,Greenland,EPSG,,"June 12, 2006"
GR96,4909,geographic 3D,Greenland,EPSG,,"August 27, 2007"
ITRF88,4910,geocentric,World,EPSG,Replaced by ITRF89 (code 4911)…,"May 17, 2019"
ITRF89,4911,geocentric,World,EPSG,Replaces ITRF88 (code 4910). R…,"May 17, 2019"
ITRF90,4912,geocentric,World,EPSG,Replaces ITRF89 (code 4911). R…,"May 17, 2019"
ITRF91,4913,geocentric,World,EPSG,Replaces ITRF90 (code 4912). R…,"May 17, 2019"
ITRF92,4914,geocentric,World,EPSG,Replaces ITRF91 (code 4913). R…,"May 17, 2019"
ITRF93,4915,geocentric,World,EPSG,Replaces ITRF92 (code 4914). R…,"May 17, 2019"
ITRF94,4916,geocentric,World,EPSG,Replaces ITRF93 (code 4915). R…,"May 17, 2019"
ITRF96,4917,geocentric,World,EPSG,Replaces ITRF94 (code 4916). R…,"May 17, 2019"
ITRF97,4918,geocentric,World,EPSG,Replaces ITRF96 (code 4917). R…,"May 17, 2019"
ITRF2000,4919,geocentric,World,EPSG,Replaces ITRF97 (code 4918). R…,"May 17, 2019"
GDM2000,4920,geocentric,Malaysia,EPSG,,"March 16, 2006"
GDM2000,4921,geographic 3D,Malaysia,EPSG,,"August 27, 2007"
PZ-90,4922,geocentric,World,EPSG,Replaced by PZ-90.02 from 2007…,"December 15, 2016"
PZ-90,4923,geographic 3D,World,EPSG,Replaced by PZ-90.02 from 2007…,"December 15, 2016"
Mauritania 1999,4924,geocentric,Mauritania,EPSG,,"September 12, 2005"
Mauritania 1999,4925,geographic 3D,Mauritania,EPSG,,"August 27, 2007"
KGD2002,4926,geocentric,South Korea,EPSG,,"November 22, 2023"
KGD2002,4927,geographic 3D,South Korea,EPSG,,"November 22, 2023"
POSGAR 94,4928,geocentric,Argentina,EPSG,Legally adopted in May 1997. R…,"December 12, 2022"
POSGAR 94,4929,geographic 3D,Argentina,EPSG,Legally adopted in May 1997. R…,"December 12, 2022"
Australian Antarctic,4930,geocentric,Antarctica - Australian sector,EPSG,,"January 5, 2004"
Australian Antarctic,4931,geographic 3D,Antarctica - Australian sector,EPSG,,"August 27, 2007"
CHTRS95,4932,geocentric,Europe - Liechtenstein and Swi…,EPSG,Referenced to ETRS89 at epoch…,"July 16, 2021"
CHTRS95,4933,geographic 3D,Europe - Liechtenstein and Swi…,EPSG,Referenced to ETRS89 at epoch…,"July 16, 2021"
EST97,4934,geocentric,Estonia,EPSG,,"January 5, 2004"
EST97,4935,geographic 3D,Estonia,EPSG,,"August 27, 2007"
ETRS89,4936,geocentric,Europe - ETRF by country,EPSG,Has been realized through ETRF…,"February 24, 2024"
ETRS89,4937,geographic 3D,Europe - ETRF by country,EPSG,Has been realized through ETRF…,"February 24, 2024"
GDA94,4938,geocentric,Australia - GDA,EPSG,,"September 17, 2019"
GDA94,4939,geographic 3D,Australia - GDA,EPSG,,"September 17, 2019"
Hartebeesthoek94,4940,geocentric,"Africa - South Africa, Lesotho…",EPSG,,"January 14, 2019"
Hartebeesthoek94,4941,geographic 3D,"Africa - South Africa, Lesotho…",EPSG,,"January 14, 2019"
IRENET95,4942,geocentric,Europe - Ireland (Republic and…,EPSG,,"January 5, 2012"
IRENET95,4943,geographic 3D,Europe - Ireland (Republic and…,EPSG,,"January 5, 2012"
ISN93,4944,geocentric,Iceland,EPSG,Replaced by ISN2004 (CRS code…,"November 12, 2010"
ISN93,4945,geographic 3D,Iceland,EPSG,Replaced by ISN2004 (CRS code…,"November 12, 2010"
JGD2000,4946,geocentric,Japan,EPSG,From 21st October 2011 replace…,"July 17, 2019"
JGD2000,4947,geographic 3D,Japan,EPSG,From 21st October 2011 replace…,"July 17, 2019"
LKS-92,4948,geocentric,Latvia,EPSG,Replaced by LKS-2020 (CRS code…,"March 1, 2023"
LKS-92,4949,geographic 3D,Latvia,EPSG,Replaced by LKS-2020 (CRS code…,"March 1, 2023"
LKS94,4950,geocentric,Lithuania,EPSG,,"January 5, 2004"
LKS94,4951,geographic 3D,Lithuania,EPSG,,"August 27, 2007"
Moznet,4952,geocentric,Mozambique,EPSG,,"January 5, 2004"
Moznet,4953,geographic 3D,Mozambique,EPSG,,"August 27, 2007"
NAD83(CSRS),4954,geocentric,Canada,EPSG,Includes all versions of NAD83…,"July 24, 2020"
NAD83(CSRS),4955,geographic 3D,Canada,EPSG,Includes all versions of NAD83…,"July 24, 2020"
NAD83(HARN),4956,geocentric,USA - HARN,EPSG,In CONUS and Hawaii replaces N…,"August 29, 2018"
NAD83(HARN),4957,geographic 3D,USA - HARN,EPSG,In CONUS and Hawaii replaces N…,"September 17, 2019"
NZGD2000,4958,geocentric,New Zealand,EPSG,,"July 16, 2019"
NZGD2000,4959,geographic 3D,New Zealand,EPSG,,"July 16, 2019"
POSGAR 98,4960,geocentric,Argentina,EPSG,Densification in Argentina of…,"December 12, 2022"
POSGAR 98,4961,geographic 3D,Argentina,EPSG,Densification in Argentina of…,"December 12, 2022"
REGVEN,4962,geocentric,Venezuela,EPSG,Densification in Venezuela of…,"January 5, 2004"
REGVEN,4963,geographic 3D,Venezuela,EPSG,Densification in Venezuela of…,"August 27, 2007"
RGF93 v1,4964,geocentric,France,EPSG,Replaced by RGF93 v2 (CRS code…,"September 8, 2021"
RGF93 v1,4965,geographic 3D,France,EPSG,See CRS code 7042 for alternat…,"September 8, 2021"
RGFG95,4966,geocentric,French Guiana,EPSG,,"January 5, 2004"
RGFG95,4967,geographic 3D,French Guiana,EPSG,See CRS code 7040 for alternat…,"May 22, 2015"
RGR92,4970,geocentric,Reunion,EPSG,,"January 5, 2012"
RGR92,4971,geographic 3D,Reunion,EPSG,See CRS code 7036 for alternat…,"May 22, 2015"
SIRGAS 1995,4974,geocentric,South America - SIRGAS 1995 by…,EPSG,Replaced by SIRGAS 2000 (CRS c…,"July 17, 2019"
SIRGAS 1995,4975,geographic 3D,South America - SIRGAS 1995 by…,EPSG,Replaced by SIRGAS 2000 (CRS c…,"July 17, 2019"
SWEREF99,4976,geocentric,Sweden,EPSG,,"January 5, 2004"
SWEREF99,4977,geographic 3D,Sweden,EPSG,,"August 27, 2007"
WGS 84,4978,geocentric,World,EPSG,,"March 14, 2020"
WGS 84,4979,geographic 3D,World,EPSG,,"November 29, 2022"
Yemen NGN96,4980,geocentric,Yemen,EPSG,,"January 5, 2004"
Yemen NGN96,4981,geographic 3D,Yemen,EPSG,,"August 27, 2007"
IGM95,4982,geocentric,Italy - including San Marino a…,EPSG,Replaced by RDN2008 (CRS code…,"May 13, 2021"
IGM95,4983,geographic 3D,Italy - including San Marino a…,EPSG,Replaced by RDN2008 (CRS code…,"May 13, 2021"
WGS 72,4984,geocentric,World,EPSG,Replaced by WGS 84.,"January 9, 2004"
WGS 72,4985,geographic 3D,World,EPSG,Replaced by WGS 84.,"August 27, 2007"
WGS 72BE,4986,geocentric,World,EPSG,Broadcast ephemeris. Replaced…,"January 9, 2004"
WGS 72BE,4987,geographic 3D,World,EPSG,Broadcast ephemeris. Replaced…,"August 27, 2007"
SIRGAS 2000,4988,geocentric,Latin America - SIRGAS 2000 by…,EPSG,Replaces SIRGAS 1995 system (C…,"January 12, 2023"
SIRGAS 2000,4989,geographic 3D,Latin America - SIRGAS 2000 by…,EPSG,Replaces SIRGAS 1995 system (C…,"July 17, 2019"
Lao 1993,4990,geocentric,Laos,EPSG,Replaced by Lao 1997. Lao 1993…,"April 27, 2004"
Lao 1993,4991,geographic 3D,Laos,EPSG,Replaced by Lao 1997. Lao 1993…,"August 27, 2007"
Lao 1997,4992,geocentric,Laos,EPSG,Replaces Lao 1993. Lao 1993 co…,"April 27, 2004"
Lao 1997,4993,geographic 3D,Laos,EPSG,Replaces Lao 1993. Lao 1993 co…,"August 27, 2007"
PRS92,4994,geocentric,Philippines,EPSG,,"December 24, 2004"
PRS92,4995,geographic 3D,Philippines,EPSG,,"August 27, 2007"
MAGNA-SIRGAS,4996,geocentric,Colombia,EPSG,For high accuracy purposes rep…,"February 2, 2023"
MAGNA-SIRGAS,4997,geographic 3D,Colombia,EPSG,For high accuracy purposes rep…,"February 2, 2023"
RGPF,4998,geocentric,French Polynesia,EPSG,,"August 12, 2005"
RGPF,4999,geographic 3D,French Polynesia,EPSG,,"August 27, 2007"
PTRA08,5011,geocentric,Portugal - Azores and Madeira,EPSG,,"March 30, 2010"
PTRA08,5012,geographic 3D,Portugal - Azores and Madeira,EPSG,,"March 30, 2010"
PTRA08,5013,geographic 2D,Portugal - Azores and Madeira,EPSG,Replaces Azores Occidental 193…,"March 14, 2010"
PTRA08 / UTM zone 25N,5014,projected,Portugal - Azores - west of 30…,EPSG,Replaces Azores Occidental 193…,"March 30, 2010"
PTRA08 / UTM zone 26N,5015,projected,Portugal - Azores 30°W to 24°W,EPSG,Replaces Azores Oriental 1995…,"March 31, 2010"
PTRA08 / UTM zone 28N,5016,projected,Portugal - Madeira and EEZ E o…,EPSG,Replaces Porto Santo 1995 / UT…,"March 30, 2010"
Lisbon 1890 / Portugal Bonne New,5017,projected,Portugal - mainland - onshore,EPSG,Replaces original definition u…,"March 13, 2010"
Lisbon / Portuguese Grid New,5018,projected,Portugal - mainland - onshore,EPSG,Replaces original definition u…,"March 14, 2010"
"WGS 84 / UPS North (E,N)",5041,projected,World - N hemisphere - north o…,EPSG,See CRS 32661 for a similar sy…,"March 14, 2020"
"WGS 84 / UPS South (E,N)",5042,projected,World - S hemisphere - south o…,EPSG,See CRS 32761 for a similar sy…,"March 14, 2020"
"ETRS89 / TM35FIN(N,E)",5048,projected,Finland,EPSG,Identical to ETRS89 / UTM zone…,"March 30, 2020"
NAD27 / Conus Albers,5069,projected,USA - CONUS - onshore,EPSG,Replaced by NAD83 / Conus Albe…,"March 30, 2010"
NAD83 / Conus Albers,5070,projected,USA - CONUS - onshore,EPSG,Replaces NAD27 / Conus Albers…,"March 30, 2010"
NAD83(HARN) / Conus Albers,5071,projected,USA - CONUS - onshore,EPSG,Replaces NAD83 / Conus Albers…,"March 30, 2010"
NAD83(NSRS2007) / Conus Albers,5072,projected,USA - CONUS - onshore,EPSG,Replaces NAD83(HARN) / Conus A…,"March 30, 2010"
ETRS89 / NTM zone 5,5105,projected,Norway - onshore - west of 6°E,EPSG,ETRS89 / UTM is the projected…,"March 30, 2020"
ETRS89 / NTM zone 6,5106,projected,Norway - onshore - 6°E to 7°E,EPSG,ETRS89 / UTM is the projected…,"March 30, 2020"
ETRS89 / NTM zone 7,5107,projected,Norway - onshore - 7°E to 8°E,EPSG,ETRS89 / UTM is the projected…,"March 30, 2020"
ETRS89 / NTM zone 8,5108,projected,Norway - onshore - 8°E to 9°E,EPSG,ETRS89 / UTM is the projected…,"March 30, 2020"
ETRS89 / NTM zone 9,5109,projected,Norway - onshore - 9°E to 10°E,EPSG,ETRS89 / UTM is the projected…,"March 30, 2020"
ETRS89 / NTM zone 10,5110,projected,Norway - onshore - 10°E to 11°…,EPSG,ETRS89 / UTM is the projected…,"March 30, 2020"
ETRS89 / NTM zone 11,5111,projected,Norway - onshore - 11°E to 12°…,EPSG,ETRS89 / UTM is the projected…,"March 30, 2020"
ETRS89 / NTM zone 12,5112,projected,Norway - onshore - 12°E to 13°…,EPSG,ETRS89 / UTM is the projected…,"March 30, 2020"
ETRS89 / NTM zone 13,5113,projected,Norway - onshore - 13°E to 14°…,EPSG,ETRS89 / UTM is the projected…,"March 30, 2020"
